next-deadline,ID,site1,autoID2,site2,site3,autoID3,site4,autoID4,site5,autoID5,Submittal Frequency,tasks,Worksheets,Performanc Frequency,Responsible Party1,Responsible Party2,Count of autoID1
"Friday, September 27, 2019",543,5900 westpark,1543,ne-service-center,se-service-center,1543,nw-service-center,1543,sw-service-center,1543,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Sunday, September 29, 2019",828,5900 westpark,1828,ne-service-center,se-service-center,1828,nw-service-center,1828,sw-service-center,1828,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Monday, September 30, 2019",376,5900 westpark,1376,ne-service-center,se-service-center,1376,nw-service-center,1376,sw-service-center,1376,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Friday, October 04, 2019",157,5900 westpark,1157,ne-service-center,se-service-center,1157,nw-service-center,1157,sw-service-center,1157,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, October 04, 2019",544,5900 westpark,1544,ne-service-center,se-service-center,1544,nw-service-center,1544,sw-service-center,1544,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, October 11, 2019",158,5900 westpark,1158,ne-service-center,se-service-center,1158,nw-service-center,1158,sw-service-center,1158,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, October 11, 2019",545,5900 westpark,1545,ne-service-center,se-service-center,1545,nw-service-center,1545,sw-service-center,1545,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, October 18, 2019",159,5900 westpark,1159,ne-service-center,se-service-center,1159,nw-service-center,1159,sw-service-center,1159,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, October 18, 2019",546,5900 westpark,1546,ne-service-center,se-service-center,1546,nw-service-center,1546,sw-service-center,1546,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, October 25, 2019",160,5900 westpark,1160,ne-service-center,se-service-center,1160,nw-service-center,1160,sw-service-center,1160,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, October 25, 2019",547,5900 westpark,1547,ne-service-center,se-service-center,1547,nw-service-center,1547,sw-service-center,1547,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, October 31, 2019",829,5900 westpark,1829,ne-service-center,se-service-center,1829,nw-service-center,1829,sw-service-center,1829,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, November 01, 2019",161,5900 westpark,1161,ne-service-center,se-service-center,1161,nw-service-center,1161,sw-service-center,1161,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, November 01, 2019",548,5900 westpark,1548,ne-service-center,se-service-center,1548,nw-service-center,1548,sw-service-center,1548,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, November 08, 2019",162,5900 westpark,1162,ne-service-center,se-service-center,1162,nw-service-center,1162,sw-service-center,1162,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, November 08, 2019",549,5900 westpark,1549,ne-service-center,se-service-center,1549,nw-service-center,1549,sw-service-center,1549,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, November 15, 2019",163,5900 westpark,1163,ne-service-center,se-service-center,1163,nw-service-center,1163,sw-service-center,1163,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, November 15, 2019",550,5900 westpark,1550,ne-service-center,se-service-center,1550,nw-service-center,1550,sw-service-center,1550,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, November 22, 2019",164,5900 westpark,1164,ne-service-center,se-service-center,1164,nw-service-center,1164,sw-service-center,1164,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, November 22, 2019",551,5900 westpark,1551,ne-service-center,se-service-center,1551,nw-service-center,1551,sw-service-center,1551,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, November 29, 2019",165,5900 westpark,1165,ne-service-center,se-service-center,1165,nw-service-center,1165,sw-service-center,1165,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, November 29, 2019",552,5900 westpark,1552,ne-service-center,se-service-center,1552,nw-service-center,1552,sw-service-center,1552,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Saturday, November 30, 2019",830,5900 westpark,1830,ne-service-center,se-service-center,1830,nw-service-center,1830,sw-service-center,1830,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, December 06, 2019",166,5900 westpark,1166,ne-service-center,se-service-center,1166,nw-service-center,1166,sw-service-center,1166,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 06, 2019",553,5900 westpark,1553,ne-service-center,se-service-center,1553,nw-service-center,1553,sw-service-center,1553,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, December 13, 2019",167,5900 westpark,1167,ne-service-center,se-service-center,1167,nw-service-center,1167,sw-service-center,1167,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 13, 2019",554,5900 westpark,1554,ne-service-center,se-service-center,1554,nw-service-center,1554,sw-service-center,1554,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Sunday, December 15, 2019",909,5900 westpark,1909,ne-service-center,se-service-center,1909,nw-service-center,1909,sw-service-center,1909,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Friday, December 20, 2019",168,5900 westpark,1168,ne-service-center,se-service-center,1168,nw-service-center,1168,sw-service-center,1168,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 20, 2019",555,5900 westpark,1555,ne-service-center,se-service-center,1555,nw-service-center,1555,sw-service-center,1555,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Wednesday, December 25, 2019",778,5900 westpark,1778,ne-service-center,se-service-center,1778,nw-service-center,1778,sw-service-center,1778,Quarterly,Quarterly Periodic Inspection,13,Quarterly,Project Manager,Chief of Staff,1
"Thursday, December 26, 2019",936,5900 westpark,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),Semi-annual,Benchmark Monitoring,15-1,Semi-annual,GSD vendor,GSD vendor,1
"Friday, December 27, 2019",169,5900 westpark,1169,ne-service-center,se-service-center,1169,nw-service-center,1169,sw-service-center,1169,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 27, 2019",556,5900 westpark,1556,ne-service-center,se-service-center,1556,nw-service-center,1556,sw-service-center,1556,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Sunday, December 29, 2019",377,5900 westpark,1377,ne-service-center,se-service-center,1377,nw-service-center,1377,sw-service-center,1377,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Tuesday, December 31, 2019",831,5900 westpark,1831,ne-service-center,se-service-center,1831,nw-service-center,1831,sw-service-center,1831,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, January 03, 2020",170,5900 westpark,1170,ne-service-center,se-service-center,1170,nw-service-center,1170,sw-service-center,1170,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, January 03, 2020",557,5900 westpark,1557,ne-service-center,se-service-center,1557,nw-service-center,1557,sw-service-center,1557,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, January 10, 2020",171,5900 westpark,1171,ne-service-center,se-service-center,1171,nw-service-center,1171,sw-service-center,1171,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, January 10, 2020",558,5900 westpark,1558,ne-service-center,se-service-center,1558,nw-service-center,1558,sw-service-center,1558,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, January 17, 2020",172,5900 westpark,1172,ne-service-center,se-service-center,1172,nw-service-center,1172,sw-service-center,1172,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, January 17, 2020",559,5900 westpark,1559,ne-service-center,se-service-center,1559,nw-service-center,1559,sw-service-center,1559,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, January 24, 2020",173,5900 westpark,1173,ne-service-center,se-service-center,1173,nw-service-center,1173,sw-service-center,1173,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, January 24, 2020",560,5900 westpark,1560,ne-service-center,se-service-center,1560,nw-service-center,1560,sw-service-center,1560,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Tuesday, January 28, 2020",832,5900 westpark,1832,ne-service-center,se-service-center,1832,nw-service-center,1832,sw-service-center,1832,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, January 31, 2020",174,5900 westpark,1174,ne-service-center,se-service-center,1174,nw-service-center,1174,sw-service-center,1174,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, January 31, 2020",561,5900 westpark,1561,ne-service-center,se-service-center,1561,nw-service-center,1561,sw-service-center,1561,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, February 07, 2020",175,5900 westpark,1175,ne-service-center,se-service-center,1175,nw-service-center,1175,sw-service-center,1175,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, February 07, 2020",562,5900 westpark,1562,ne-service-center,se-service-center,1562,nw-service-center,1562,sw-service-center,1562,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, February 14, 2020",176,5900 westpark,1176,ne-service-center,se-service-center,1176,nw-service-center,1176,sw-service-center,1176,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, February 14, 2020",563,5900 westpark,1563,ne-service-center,se-service-center,1563,nw-service-center,1563,sw-service-center,1563,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, February 21, 2020",177,5900 westpark,1177,ne-service-center,se-service-center,1177,nw-service-center,1177,sw-service-center,1177,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, February 21, 2020",564,5900 westpark,1564,ne-service-center,se-service-center,1564,nw-service-center,1564,sw-service-center,1564,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, February 28, 2020",178,5900 westpark,1178,ne-service-center,se-service-center,1178,nw-service-center,1178,sw-service-center,1178,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, February 28, 2020",565,5900 westpark,1565,ne-service-center,se-service-center,1565,nw-service-center,1565,sw-service-center,1565,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Saturday, February 29, 2020",833,5900 westpark,1833,ne-service-center,se-service-center,1833,nw-service-center,1833,sw-service-center,1833,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, March 06, 2020",179,5900 westpark,1179,ne-service-center,se-service-center,1179,nw-service-center,1179,sw-service-center,1179,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, March 06, 2020",566,5900 westpark,1566,ne-service-center,se-service-center,1566,nw-service-center,1566,sw-service-center,1566,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, March 13, 2020",180,5900 westpark,1180,ne-service-center,se-service-center,1180,nw-service-center,1180,sw-service-center,1180,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, March 13, 2020",567,5900 westpark,1567,ne-service-center,se-service-center,1567,nw-service-center,1567,sw-service-center,1567,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Saturday, March 14, 2020",910,5900 westpark,1910,ne-service-center,se-service-center,1910,nw-service-center,1910,sw-service-center,1910,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Friday, March 20, 2020",181,5900 westpark,1181,ne-service-center,se-service-center,1181,nw-service-center,1181,sw-service-center,1181,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, March 20, 2020",568,5900 westpark,1568,ne-service-center,se-service-center,1568,nw-service-center,1568,sw-service-center,1568,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, March 26, 2020",779,5900 westpark,1779,ne-service-center,se-service-center,1779,nw-service-center,1779,sw-service-center,1779,Quarterly,Quarterly Periodic Inspection,13,Quarterly,Project Manager,Chief of Staff,1
"Friday, March 27, 2020",182,5900 westpark,1182,ne-service-center,se-service-center,1182,nw-service-center,1182,sw-service-center,1182,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, March 27, 2020",569,5900 westpark,1569,ne-service-center,se-service-center,1569,nw-service-center,1569,sw-service-center,1569,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Monday, March 30, 2020",378,5900 westpark,1378,ne-service-center,se-service-center,1378,nw-service-center,1378,sw-service-center,1378,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Tuesday, March 31, 2020",834,5900 westpark,1834,ne-service-center,se-service-center,1834,nw-service-center,1834,sw-service-center,1834,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, April 03, 2020",183,5900 westpark,1183,ne-service-center,se-service-center,1183,nw-service-center,1183,sw-service-center,1183,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, April 03, 2020",570,5900 westpark,1570,ne-service-center,se-service-center,1570,nw-service-center,1570,sw-service-center,1570,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, April 10, 2020",184,5900 westpark,1184,ne-service-center,se-service-center,1184,nw-service-center,1184,sw-service-center,1184,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, April 10, 2020",571,5900 westpark,1571,ne-service-center,se-service-center,1571,nw-service-center,1571,sw-service-center,1571,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, April 17, 2020",185,5900 westpark,1185,ne-service-center,se-service-center,1185,nw-service-center,1185,sw-service-center,1185,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, April 17, 2020",572,5900 westpark,1572,ne-service-center,se-service-center,1572,nw-service-center,1572,sw-service-center,1572,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, April 24, 2020",186,5900 westpark,1186,ne-service-center,se-service-center,1186,nw-service-center,1186,sw-service-center,1186,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, April 24, 2020",573,5900 westpark,1573,ne-service-center,se-service-center,1573,nw-service-center,1573,sw-service-center,1573,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
